human_geneid,human_EnsemblID,human_Symbol,human_type_of_gene,human_description,mouse_EnsemblID,mouse_geneid,mouse_Symbol
84520,ENSG00000170270,GON7,protein-coding,GON7 subunit of KEOPS complex,NA,NA,NA
84522,ENSG00000171135,JAGN1,protein-coding,jagunal homolog 1,ENSMUSG00000051256,67767,Jagn1
84524,ENSG00000144161,ZC3H8,protein-coding,zinc finger CCCH-type containing 8,ENSMUSG00000027387,57432,Zc3h8
84525,ENSG00000171476,HOPX,protein-coding,HOP homeobox,ENSMUSG00000059325,74318,Hopx
84527,ENSG00000188321,ZNF559,protein-coding,zinc finger protein 559,NA,NA,NA
84528,ENSG00000131721,RHOXF2,protein-coding,Rhox homeobox family member 2,NA,NA,NA
84529,ENSG00000186073,CDIN1,protein-coding,CDAN1 interacting nuclease 1,ENSMUSG00000040282,399568,Cdin1
84530,ENSG00000139767,SRRM4,protein-coding,serine/arginine repetitive matrix 4,ENSMUSG00000063919,68955,Srrm4
84532,ENSG00000154930,ACSS1,protein-coding,acyl-CoA synthetase short chain family member 1,ENSMUSG00000027452,68738,Acss1
84539,ENSG00000152034,MCHR2,protein-coding,melanin concentrating hormone receptor 2,NA,NA,NA
84541,ENSG00000163376,KBTBD8,protein-coding,kelch repeat and BTB domain containing 8,ENSMUSG00000030031,243574,Kbtbd8
84542,ENSG00000162929,SANBR,protein-coding,SANT and BTB domain regulator of CSR,ENSMUSG00000042208,71675,Sanbr
84545,ENSG00000055950,MRPL43,protein-coding,mitochondrial ribosomal protein L43,ENSMUSG00000025208,94067,Mrpl43
84547,ENSG00000137338,PGBD1,protein-coding,piggyBac transposable element derived 1,ENSMUSG00000055313,319207,Pgbd1
84548,ENSG00000269556,TMEM185A,protein-coding,transmembrane protein 185A,ENSMUSG00000073139,236848,Tmem185a
84549,ENSG00000198042,MAK16,protein-coding,MAK16 homolog,ENSMUSG00000031578,67920,Mak16
84552,ENSG00000178184,PARD6G,protein-coding,par-6 family cell polarity regulator gamma,ENSMUSG00000056214,93737,Pard6g
84553,ENSG00000146267,FAXC,protein-coding,"failed axon connections homolog, metaxin like GST domain containing",ENSMUSG00000028246,76132,Faxc
84557,ENSG00000101460,MAP1LC3A,protein-coding,microtubule associated protein 1 light chain 3 alpha,ENSMUSG00000027602,66734,Map1lc3a
84560,ENSG00000102891,MT4,protein-coding,metallothionein 4,ENSMUSG00000031757,17752,Mt4
84561,ENSG00000221955,SLC12A8,protein-coding,solute carrier family 12 member 8,ENSMUSG00000035506,171286,Slc12a8
84570,ENSG00000188517,COL25A1,protein-coding,collagen type XXV alpha 1 chain,ENSMUSG00000058897,77018,Col25a1
84572,ENSG00000090581,GNPTG,protein-coding,N-acetylglucosamine-1-phosphate transferase subunit gamma,ENSMUSG00000035521,214505,Gnptg
84612,ENSG00000124171,PARD6B,protein-coding,par-6 family cell polarity regulator beta,ENSMUSG00000044641,58220,Pard6b
84614,ENSG00000185278,ZBTB37,protein-coding,zinc finger and BTB domain containing 37,ENSMUSG00000043467,240869,Zbtb37
84617,ENSG00000176014,TUBB6,protein-coding,tubulin beta 6 class V,ENSMUSG00000001473,67951,Tubb6
84618,ENSG00000116981,NT5C1A,protein-coding,"5'-nucleotidase, cytosolic IA",ENSMUSG00000054958,230718,Nt5c1a
84619,ENSG00000197114,ZGPAT,protein-coding,zinc finger CCCH-type and G-patch domain containing,ENSMUSG00000027582,229007,Zgpat
84620,ENSG00000144057,ST6GAL2,protein-coding,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",ENSMUSG00000024172,240119,St6gal2
84622,ENSG00000180626,ZNF594,protein-coding,zinc finger protein 594,NA,NA,NA
84623,ENSG00000149571,KIRREL3,protein-coding,kirre like nephrin family adhesion molecule 3,ENSMUSG00000032036,67703,Kirrel3
84624,ENSG00000164694,FNDC1,protein-coding,fibronectin type III domain containing 1,ENSMUSG00000071984,68655,Fndc1
84626,ENSG00000133619,KRBA1,protein-coding,KRAB-A domain containing 1,ENSMUSG00000042810,77827,Krba1
84627,ENSG00000225614,ZNF469,protein-coding,zinc finger protein 469,ENSMUSG00000043903,195209,Zfp469
84628,ENSG00000196358,NTNG2,protein-coding,netrin G2,ENSMUSG00000035513,171171,Ntng2
84629,ENSG00000182095,TNRC18,protein-coding,trinucleotide repeat containing 18,ENSMUSG00000039477,231861,Tnrc18
84630,ENSG00000146216,TTBK1,protein-coding,tau tubulin kinase 1,ENSMUSG00000015599,106763,Ttbk1
84631,ENSG00000185985,SLITRK2,protein-coding,SLIT and NTRK like family member 2,ENSMUSG00000036790,245450,Slitrk2
84632,ENSG00000169129,AFAP1L2,protein-coding,actin filament associated protein 1 like 2,ENSMUSG00000025083,226250,Afap1l2
84634,ENSG00000116014,KISS1R,protein-coding,KISS1 receptor,ENSMUSG00000035773,114229,Kiss1r
84636,ENSG00000147138,GPR174,protein-coding,G protein-coupled receptor 174,ENSMUSG00000073008,213439,Gpr174
84639,ENSG00000136697,IL1F10,protein-coding,interleukin 1 family member 10,ENSMUSG00000046845,215274,Il1f10
84640,ENSG00000170185,USP38,protein-coding,ubiquitin specific peptidase 38,ENSMUSG00000038250,74841,Usp38
84641,ENSG00000148110,MFSD14B,protein-coding,major facilitator superfamily domain containing 14B,ENSMUSG00000038212,66631,Mfsd14b
84643,ENSG00000141200,KIF2B,protein-coding,kinesin family member 2B,ENSMUSG00000046755,73470,Kif2b
84645,ENSG00000128346,C22orf23,protein-coding,chromosome 22 open reading frame 23,ENSMUSG00000033029,27660,1700088E04Rik
84647,ENSG00000138308,PLA2G12B,protein-coding,phospholipase A2 group XIIB,ENSMUSG00000009646,69836,Pla2g12b
84649,ENSG00000062282,DGAT2,protein-coding,diacylglycerol O-acyltransferase 2,ENSMUSG00000030747,67800,Dgat2
84650,ENSG00000123179,EBPL,protein-coding,EBP like,ENSMUSG00000021928,68177,Ebpl
84651,ENSG00000145879,SPINK7,protein-coding,serine peptidase inhibitor Kazal type 7,ENSMUSG00000060201,408198,Spink7
84654,ENSG00000164299,SPZ1,protein-coding,spermatogenic leucine zipper 1,ENSMUSG00000046957,79401,Spz1
84656,ENSG00000140632,GLYR1,protein-coding,glyoxylate reductase 1 homolog,ENSMUSG00000022536,74022,Glyr1
84658,ENSG00000131355,ADGRE3,protein-coding,adhesion G protein-coupled receptor E3,ENSMUSG00000032915,52614,Adgre4
84659,ENSG00000165799,RNASE7,protein-coding,ribonuclease A family member 7,NA,NA,NA
84660,ENSG00000130783,CCDC62,protein-coding,coiled-coil domain containing 62,ENSMUSG00000061882,208908,Ccdc62
84661,ENSG00000162961,DPY30,protein-coding,dpy-30 histone methyltransferase complex regulatory subunit,ENSMUSG00000024067,66310,Dpy30
84662,ENSG00000126603,GLIS2,protein-coding,GLIS family zinc finger 2,ENSMUSG00000014303,83396,Glis2
84665,ENSG00000138347,MYPN,protein-coding,myopalladin,ENSMUSG00000020067,68802,Mypn
84666,ENSG00000163515,RETNLB,protein-coding,resistin like beta,ENSMUSG00000022650,57263,Retnlb
84667,ENSG00000179111,HES7,protein-coding,hes family bHLH transcription factor 7,ENSMUSG00000023781,84653,Hes7
84668,ENSG00000122591,HYCC1,protein-coding,hyccin PI4KA lipid kinase complex subunit 1,ENSMUSG00000028995,84652,Hycc1
84669,ENSG00000170832,USP32,protein-coding,ubiquitin specific peptidase 32,ENSMUSG00000000804,237898,Usp32
84671,ENSG00000197937,ZNF347,protein-coding,zinc finger protein 347,NA,NA,NA
84674,ENSG00000132357,CARD6,protein-coding,caspase recruitment domain family member 6,ENSMUSG00000041849,239319,Card6
84675,ENSG00000147573,TRIM55,protein-coding,tripartite motif containing 55,ENSMUSG00000060913,381485,Trim55
84676,ENSG00000158022,TRIM63,protein-coding,tripartite motif containing 63,ENSMUSG00000028834,433766,Trim63
84678,ENSG00000089094,KDM2B,protein-coding,lysine demethylase 2B,ENSMUSG00000029475,30841,Kdm2b
84679,ENSG00000065923,SLC9A7,protein-coding,solute carrier family 9 member A7,ENSMUSG00000037341,236727,Slc9a7
84680,ENSG00000110455,ACCS,protein-coding,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),ENSMUSG00000040272,329470,Accs
84681,ENSG00000137133,HINT2,protein-coding,histidine triad nucleotide binding protein 2,ENSMUSG00000028470,68917,Hint2
84684,ENSG00000168348,INSM2,protein-coding,INSM transcriptional repressor 2,ENSMUSG00000045440,56856,Insm2
84687,ENSG00000108819,PPP1R9B,protein-coding,protein phosphatase 1 regulatory subunit 9B,ENSMUSG00000038976,217124,Ppp1r9b
84688,ENSG00000164972,SPMIP6,protein-coding,sperm microtubule inner protein 6,ENSMUSG00000028441,73721,Spmip6
84689,ENSG00000166928,MS4A14,protein-coding,membrane spanning 4-domains A14,ENSMUSG00000099398,383435,Ms4a14
84690,ENSG00000141255,SPATA22,protein-coding,spermatogenesis associated 22,ENSMUSG00000112920,380709,Spata22
84691,ENSG00000135248,GARIN1B,protein-coding,golgi associated RAB2 interactor 1B,ENSMUSG00000039742,330277,Garin1b
84692,ENSG00000138483,CCDC54,protein-coding,coiled-coil domain containing 54,ENSMUSG00000050685,69339,Ccdc54
84693,ENSG00000124370,MCEE,protein-coding,methylmalonyl-CoA epimerase,ENSMUSG00000033429,73724,Mcee
84694,ENSG00000135355,GJA10,protein-coding,gap junction protein alpha 10,ENSMUSG00000051056,14610,Gja10
84695,ENSG00000115318,LOXL3,protein-coding,lysyl oxidase like 3,ENSMUSG00000000693,16950,Loxl3
84696,ENSG00000143994,ABHD1,protein-coding,abhydrolase domain containing 1,NA,NA,NA
84698,ENSG00000180881,CAPS2,protein-coding,calcyphosine 2,ENSMUSG00000035694,353025,Caps2
84699,ENSG00000060566,CREB3L3,protein-coding,cAMP responsive element binding protein 3 like 3,ENSMUSG00000035041,208677,Creb3l3
84700,ENSG00000133454,MYO18B,protein-coding,myosin XVIIIB,ENSMUSG00000072720,74376,Myo18b
84701,ENSG00000131055,COX4I2,protein-coding,cytochrome c oxidase subunit 4I2,ENSMUSG00000009876,84682,Cox4i2
84705,ENSG00000130299,GTPBP3,protein-coding,"GTP binding protein 3, mitochondrial",ENSMUSG00000007610,70359,Gtpbp3
84706,ENSG00000166123,GPT2,protein-coding,glutamic--pyruvic transaminase 2,ENSMUSG00000031700,108682,Gpt2
84707,ENSG00000133134,BEX2,protein-coding,brain expressed X-linked 2,ENSMUSG00000050071,19716,Bex1
84708,ENSG00000072201,LNX1,protein-coding,ligand of numb-protein X 1,ENSMUSG00000029228,16924,Lnx1
84709,ENSG00000137463,MGARP,protein-coding,mitochondria localized glutamic acid rich protein,ENSMUSG00000037161,67749,Mgarp
84717,ENSG00000167674,HDGFL2,protein-coding,HDGF like 2,ENSMUSG00000002833,15193,Hdgfl2
84720,ENSG00000165282,PIGO,protein-coding,phosphatidylinositol glycan anchor biosynthesis class O,ENSMUSG00000028454,56703,Pigo
84722,ENSG00000134222,PSRC1,protein-coding,proline and serine rich coiled-coil 1,ENSMUSG00000068744,56742,Psrc1
84725,ENSG00000106086,PLEKHA8,protein-coding,pleckstrin homology domain containing A8,ENSMUSG00000005225,231999,Plekha8
84726,ENSG00000288701,PRRC2B,protein-coding,proline rich coiled-coil 2B,ENSMUSG00000039262,227723,Prrc2b
84727,ENSG00000111671,SPSB2,protein-coding,splA/ryanodine receptor domain and SOCS box containing 2,ENSMUSG00000038451,14794,Spsb2
84733,ENSG00000173894,CBX2,protein-coding,chromobox 2,ENSMUSG00000025577,12416,Cbx2
84734,ENSG00000183615,FAM167B,protein-coding,family with sequence similarity 167 member B,ENSMUSG00000050493,230766,Fam167b
84735,ENSG00000150656,CNDP1,protein-coding,carnosine dipeptidase 1,ENSMUSG00000056162,338403,Cndp1
84747,ENSG00000175970,UNC119B,protein-coding,unc-119 lipid binding chaperone B,ENSMUSG00000046562,106840,Unc119b
84749,ENSG00000135093,USP30,protein-coding,ubiquitin specific peptidase 30,ENSMUSG00000029592,100756,Usp30
84750,ENSG00000172728,FUT10,protein-coding,fucosyltransferase 10,ENSMUSG00000046152,171167,Fut10
84752,ENSG00000237172,B3GNT9,protein-coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",ENSMUSG00000069920,97440,B3gnt9
84759,ENSG00000115289,PCGF1,protein-coding,polycomb group ring finger 1,ENSMUSG00000069678,69837,Pcgf1
84765,ENSG00000161551,ZNF577,protein-coding,zinc finger protein 577,NA,NA,NA
84766,ENSG00000130038,CRACR2A,protein-coding,calcium release activated channel regulator 2A,ENSMUSG00000061414,381812,Cracr2a
84769,ENSG00000254858,MPV17L2,protein-coding,MPV17 mitochondrial inner membrane protein like 2,ENSMUSG00000035559,234384,Mpv17l2
84773,ENSG00000291317,TMEM276,protein-coding,transmembrane protein 276,ENSMUSG00000121584,125480935,Tmem276
84775,ENSG00000198182,ZNF607,protein-coding,zinc finger protein 607,NA,NA,NA
84779,ENSG00000156269,NAA11,protein-coding,"N-alpha-acetyltransferase 11, NatA catalytic subunit",ENSMUSG00000046000,97243,Naa11
84787,ENSG00000133247,KMT5C,protein-coding,lysine methyltransferase 5C,ENSMUSG00000059851,232811,Kmt5c
84790,ENSG00000167553,TUBA1C,protein-coding,tubulin alpha 1c,ENSMUSG00000043091,22146,Tuba1c
84792,ENSG00000178397,FAM220A,protein-coding,family with sequence similarity 220 member A,ENSMUSG00000083012,67238,Fam220a
84795,ENSG00000119943,PYROXD2,protein-coding,pyridine nucleotide-disulphide oxidoreductase domain 2,ENSMUSG00000060224,74580,Pyroxd2
84803,ENSG00000138678,GPAT3,protein-coding,glycerol-3-phosphate acyltransferase 3,ENSMUSG00000029314,231510,Gpat3
84804,ENSG00000135953,MFSD9,protein-coding,major facilitator superfamily domain containing 9,ENSMUSG00000041945,211798,Mfsd9
84807,ENSG00000167604,NFKBID,protein-coding,NFKB inhibitor delta,ENSMUSG00000036931,243910,Nfkbid
84808,ENSG00000187642,PERM1,protein-coding,"PPARGC1 and ESRR induced regulator, muscle 1",ENSMUSG00000078486,74183,Perm1
84811,ENSG00000137656,BUD13,protein-coding,BUD13 homolog,ENSMUSG00000032077,215051,Bud13
84812,ENSG00000115556,PLCD4,protein-coding,phospholipase C delta 4,ENSMUSG00000026173,18802,Plcd4
84814,ENSG00000160539,PLPP7,protein-coding,phospholipid phosphatase 7 (inactive),ENSMUSG00000051373,227721,Plpp7
84816,ENSG00000130347,RTN4IP1,protein-coding,reticulon 4 interacting protein 1,ENSMUSG00000019864,170728,Rtn4ip1
84817,ENSG00000129235,TXNDC17,protein-coding,thioredoxin domain containing 17,ENSMUSG00000020803,52700,Txndc17
84818,ENSG00000163702,IL17RC,protein-coding,interleukin 17 receptor C,ENSMUSG00000030281,171095,Il17rc
84823,ENSG00000176619,LMNB2,protein-coding,lamin B2,ENSMUSG00000062075,16907,Lmnb2
84824,ENSG00000132185,FCRLA,protein-coding,Fc receptor like A,ENSMUSG00000038421,98752,Fcrla
84826,ENSG00000173349,SFT2D3,protein-coding,SFT2 domain containing 3,ENSMUSG00000044982,67158,Sft2d3
84830,ENSG00000111863,ADTRP,protein-coding,androgen dependent TFPI regulating protein,ENSMUSG00000058022,109254,Adtrp
84833,ENSG00000173915,ATP5MK,protein-coding,ATP synthase membrane subunit k,ENSMUSG00000071528,66477,Atp5mk
84836,ENSG00000114779,ABHD14B,protein-coding,abhydrolase domain containing 14B,ENSMUSG00000042073,76491,Abhd14b
84838,ENSG00000162714,ZNF496,protein-coding,zinc finger protein 496,ENSMUSG00000020472,268417,Zkscan17
84839,ENSG00000173976,RAX2,protein-coding,retina and anterior neural fold homeobox 2,NA,NA,NA
84842,ENSG00000186603,HPDL,protein-coding,4-hydroxyphenylpyruvate dioxygenase like,ENSMUSG00000043155,242642,Hpdl
84844,ENSG00000100410,PHF5A,protein-coding,PHD finger protein 5A,ENSMUSG00000061360,68479,Phf5a
84851,ENSG00000183718,TRIM52,protein-coding,tripartite motif containing 52,NA,NA,NA
84858,ENSG00000165655,ZNF503,protein-coding,zinc finger protein 503,ENSMUSG00000039081,218820,Zfp503
84859,ENSG00000186001,LRCH3,protein-coding,leucine rich repeats and calponin homology domain containing 3,ENSMUSG00000022801,70144,Lrch3
84861,ENSG00000099910,KLHL22,protein-coding,kelch like family member 22,ENSMUSG00000022750,224023,Klhl22
84864,ENSG00000170854,RIOX2,protein-coding,ribosomal oxygenase 2,ENSMUSG00000022724,67014,Riox2
84865,ENSG00000135637,CCDC142,protein-coding,coiled-coil domain containing 142,ENSMUSG00000107499,243510,Ccdc142
84866,ENSG00000149582,TMEM25,protein-coding,transmembrane protein 25,ENSMUSG00000002032,71687,Tmem25
84867,ENSG00000110786,PTPN5,protein-coding,protein tyrosine phosphatase non-receptor type 5,ENSMUSG00000030854,19259,Ptpn5
84868,ENSG00000135077,HAVCR2,protein-coding,hepatitis A virus cellular receptor 2,ENSMUSG00000020399,171285,Havcr2
84869,ENSG00000145439,CBR4,protein-coding,carbonyl reductase 4,ENSMUSG00000031641,234309,Cbr4
84870,ENSG00000146374,RSPO3,protein-coding,R-spondin 3,ENSMUSG00000019880,72780,Rspo3
84871,ENSG00000186094,AGBL4,protein-coding,AGBL carboxypeptidase 4,ENSMUSG00000061298,78933,Agbl4
84872,ENSG00000135482,ZC3H10,protein-coding,zinc finger CCCH-type containing 10,ENSMUSG00000039810,103284,Zc3h10
84873,ENSG00000144820,ADGRG7,protein-coding,adhesion G protein-coupled receptor G7,ENSMUSG00000022755,239853,Adgrg7
84874,ENSG00000144026,ZNF514,protein-coding,zinc finger protein 514,NA,NA,NA
84875,ENSG00000178685,PARP10,protein-coding,poly(ADP-ribose) polymerase family member 10,ENSMUSG00000063268,671535,Parp10
84876,ENSG00000276045,ORAI1,protein-coding,ORAI calcium release-activated calcium modulator 1,ENSMUSG00000049686,109305,Orai1
84878,ENSG00000119574,ZBTB45,protein-coding,zinc finger and BTB domain containing 45,ENSMUSG00000049600,232879,Zbtb45
84879,ENSG00000168389,MFSD2A,protein-coding,"MFSD2 lysolipid transporter A, lysophospholipid",ENSMUSG00000028655,76574,Mfsd2a
84881,ENSG00000165526,RPUSD4,protein-coding,RNA pseudouridine synthase D4,ENSMUSG00000032044,71989,Rpusd4
84883,ENSG00000042286,AIFM2,protein-coding,apoptosis inducing factor mitochondria associated 2,ENSMUSG00000020085,71361,Aifm2
84885,ENSG00000160446,ZDHHC12,protein-coding,zinc finger DHHC-type palmitoyltransferase 12,ENSMUSG00000015335,66220,Zdhhc12
84886,ENSG00000119280,C1orf198,protein-coding,chromosome 1 open reading frame 198,ENSMUSG00000031983,69551,2310022B05Rik
84888,ENSG00000138600,SPPL2A,protein-coding,signal peptide peptidase like 2A,ENSMUSG00000027366,66552,Sppl2a
84889,ENSG00000165349,SLC7A3,protein-coding,solute carrier family 7 member 3,ENSMUSG00000031297,11989,Slc7a3
84890,ENSG00000181915,ADO,protein-coding,2-aminoethanethiol dioxygenase,ENSMUSG00000057134,211488,Ado
84891,ENSG00000130182,ZSCAN10,protein-coding,zinc finger and SCAN domain containing 10,ENSMUSG00000023902,332221,Zscan10
84892,ENSG00000144647,POMGNT2,protein-coding,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",ENSMUSG00000066235,215494,Pomgnt2
84893,ENSG00000134452,FBH1,protein-coding,F-box DNA helicase 1,ENSMUSG00000058594,50755,Fbh1
84894,ENSG00000169783,LINGO1,protein-coding,leucine rich repeat and Ig domain containing 1,ENSMUSG00000049556,235402,Lingo1
84895,ENSG00000148343,MIGA2,protein-coding,mitoguardin 2,ENSMUSG00000026858,108958,Miga2
84896,ENSG00000138138,ATAD1,protein-coding,ATPase family AAA domain containing 1,ENSMUSG00000013662,67979,Atad1
84897,ENSG00000154144,TBRG1,protein-coding,transforming growth factor beta regulator 1,ENSMUSG00000011114,21376,Tbrg1
84898,ENSG00000120594,PLXDC2,protein-coding,plexin domain containing 2,ENSMUSG00000026748,67448,Plxdc2
84899,ENSG00000125247,TMTC4,protein-coding,transmembrane O-mannosyltransferase targeting cadherins 4,ENSMUSG00000041594,70551,Tmtc4
84900,ENSG00000135119,RNFT2,protein-coding,"ring finger protein, transmembrane 2",ENSMUSG00000032850,269695,Rnft2
84901,ENSG00000176953,NFATC2IP,protein-coding,nuclear factor of activated T cells 2 interacting protein,ENSMUSG00000030722,18020,Nfatc2ip
84902,ENSG00000121289,CEP89,protein-coding,centrosomal protein 89,ENSMUSG00000023072,72140,Cep89
84904,ENSG00000137135,ARHGEF39,protein-coding,Rho guanine nucleotide exchange factor 39,ENSMUSG00000051517,230098,Arhgef39
84905,ENSG00000131061,ZNF341,protein-coding,zinc finger protein 341,ENSMUSG00000059842,228807,Zfp341
84908,ENSG00000035141,FAM136A,protein-coding,family with sequence similarity 136 member A,ENSMUSG00000057497,66488,Fam136a
84909,ENSG00000148120,AOPEP,protein-coding,aminopeptidase O (putative),ENSMUSG00000021458,72061,Aopep
84910,ENSG00000153214,TMEM87B,protein-coding,transmembrane protein 87B,ENSMUSG00000014353,72477,Tmem87b
84911,ENSG00000161298,ZNF382,protein-coding,zinc finger protein 382,ENSMUSG00000074220,233060,Zfp382
84912,ENSG00000205060,SLC35B4,protein-coding,solute carrier family 35 member B4,ENSMUSG00000018999,58246,Slc35b4
84913,ENSG00000168874,ATOH8,protein-coding,atonal bHLH transcription factor 8,ENSMUSG00000037621,71093,Atoh8
84915,ENSG00000139438,FAM222A,protein-coding,family with sequence similarity 222 member A,ENSMUSG00000041930,433940,Fam222a
